600.0	0
599.4858	1
598.972	2
598.4586	3
597.9457	4
597.4332	5
596.9212	6
596.4096	7
595.8984	8
595.3877	9
594.8774	10
594.3675	11
593.8581	12
593.3492	13
592.8406	14
592.3325	15
591.8248	16
591.3176	17
590.8108	18
590.3045	19
589.7985	20
589.293	21
588.788	22
588.2833	23
587.7791	24
587.2754	25
586.772	26
586.2691	27
585.7667	28
585.2646	29
584.763	30
584.2618	31
583.7611	32
583.2608	33
582.7609	34
582.2614	35
581.7624	36
581.2638	37
580.7656	38
580.2678	39
579.7705	40
579.2736	41
578.7771	42
578.2811	43
577.7854	44
577.2902	45
576.7955	46
576.3011	47
575.8072	48
575.3137	49
574.8206	50
574.3279	51
573.8357	52
573.3439	53
572.8525	54
572.3615	55
571.871	56
571.3809	57
570.8911	58
570.4018	59
569.913	60
569.4245	61
568.9365	62
568.4489	63
567.9617	64
567.4749	65
566.9885	66
566.5026	67
566.0171	68
565.5319	69
565.0472	70
564.563	71
564.0791	72
563.5956	73
563.1126	74
562.63	75
562.1478	76
561.666	77
561.1846	78
560.7036	79
560.2231	80
559.7429	81
559.2632	82
558.7838	83
558.3049	84
557.8264	85
557.3483	86
556.8707	87
556.3934	88
555.9165	89
555.4401	90
554.964	91
554.4884	92
554.0131	93
553.5383	94
553.0639	95
552.5899	96
552.1163	97
551.6431	98
551.1703	99
550.6979	100
550.2259	101
549.7543	102
549.2831	103
548.8124	104
548.342	105
547.872	106
547.4025	107
546.9333	108
546.4646	109
545.9962	110
545.5283	111
545.0607	112
544.5935	113
544.1268	114
543.6604	115
543.1945	116
542.7289	117
542.2638	118
541.799	119
541.3347	120
540.8707	121
540.4071	122
539.944	123
539.4812	124
539.0188	125
538.5569	126
538.0953	127
537.6341	128
537.1733	129
536.7129	130
536.2529	131
535.7933	132
535.3341	133
534.8753	134
534.4169	135
533.9588	136
533.5012	137
533.044	138
532.5871	139
532.1306	140
531.6746	141
531.2189	142
530.7636	143
530.3087	144
529.8542	145
529.4001	146
528.9464	147
528.493	148
528.0401	149
527.5875	150
527.1353	151
526.6835	152
526.2321	153
525.7811	154
525.3305	155
524.8802	156
524.4304	157
523.9809	158
523.5318	159
523.0831	160
522.6348	161
522.1869	162
521.7393	163
521.2922	164
520.8454	165
520.399	166
519.953	167
519.5073	168
519.0621	169
518.6172	170
518.1727	171
517.7286	172
517.2849	173
516.8415	174
516.3986	175
515.956	176
515.5138	177
515.0719	178
514.6305	179
514.1894	180
513.7487	181
513.3084	182
512.8685	183
512.4289	184
511.9897	185
511.5509	186
511.1125	187
510.6744	188
510.2367	189
509.7994	190
509.3625	191
508.926	192
508.4898	193
508.054	194
507.6185	195
507.1835	196
506.7488	197
506.3145	198
505.8805	199
505.4469	200
505.0137	201
504.5809	202
504.1484	203
503.7164	204
503.2846	205
502.8533	206
502.4223	207
501.9917	208
501.5615	209
501.1316	210
500.7021	211
500.273	212
499.8442	213
499.4158	214
498.9878	215
498.5601	216
498.1328	217
497.7059	218
497.2793	219
496.8531	220
496.4273	221
496.0018	222
495.5767	223
495.1519	224
494.7276	225
494.3036	226
493.8799	227
493.4566	228
493.0337	229
492.6111	230
492.1889	231
491.7671	232
491.3456	233
490.9245	234
490.5037	235
